collection_title,collection_description,accessRights,data_owner,description,title,titleAbr,language,issued,modified,publisher,publisherAbr,landingPage,downloadURL,contactPoint,identifier,data_type,study_type,study_subtype,topic,keyword,division,citation_requirements,gYearMonth,gYear,accrualPeriodicity,LocationType,idRegion,idCountry,idCountryAbr,idSubregion,datadescription:dictionary,sampledesign,representativeness,sampling_procedure,weighting,txtpanel,txtRound,txtCoverage,intHogs,intPers,intHogsexp,intPersexp,lnkQuest,lnkManual,lnkOther,lnkAll,lnkMerged,lnkOriginal,InkHarmonized
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m1,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m1,NA,\\Sdssrv03\surveys/survey/BRA/1984/m1/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m10,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m10,NA,\\Sdssrv03\surveys/survey/BRA/1984/m10/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m11,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m11,NA,\\Sdssrv03\surveys/survey/BRA/1984/m11/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m12,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m12,NA,\\Sdssrv03\surveys/survey/BRA/1984/m12/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m2,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m2,NA,\\Sdssrv03\surveys/survey/BRA/1984/m2/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m3,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m3,NA,\\Sdssrv03\surveys/survey/BRA/1984/m3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m4,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m4,NA,\\Sdssrv03\surveys/survey/BRA/1984/m4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m5,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m5,NA,\\Sdssrv03\surveys/survey/BRA/1984/m5/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m6,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m6,NA,\\Sdssrv03\surveys/survey/BRA/1984/m6/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m7,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m7,NA,\\Sdssrv03\surveys/survey/BRA/1984/m7/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m8,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m8,NA,\\Sdssrv03\surveys/survey/BRA/1984/m8/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1984,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m9,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1984/m9,NA,\\Sdssrv03\surveys/survey/BRA/1984/m9/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares-Fuerza de Trabajo,ENH-FT,Spanish,1984,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m9,Urbana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional sobre Ingresos y Gastos de los Hogares,ENIGH,Spanish,1984,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,NA,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,m8_m11,Nacional,4570,23985,NA,NA,NA,\\Sdssrv03\surveys\survey\MEX\ENIGH\1984\m8_m11\docs,NA,\\Sdssrv03\surveys\survey\MEX\ENIGH\1984\m8_m11,\\Sdssrv03\surveys\survey\MEX\1984\m8_m11\data_orig,\\Sdssrv03\surveys/survey/MEX/ENIGH/1984/m8_m11/data_orig,\\Sdssrv03\surveys/harmonized/MEX/ENIGH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares por Muestra (Mano de obra),EHM,Spanish,1984,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,NA,National,CSC,Paraguay,PRY,NA,NA,NA,NA,NA,NA,NA,m8_m10,Nacional,1007,5194,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Hogares por Muestreo,EHM,Spanish,1984,NA,Oficina Central de Estadística e Informática,OCEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1984,NA,National,CAN,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,s2,Nacional,135340,775484,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Puntual,EPHP,Spanish,1985,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,m10,Gran Buenos Aires,4344,15213,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EPHP\1985\m10\docs,NA,\\Sdssrv03\surveys/survey/ARG/EPHP/1985/m10,\\Sdssrv03\surveys\survey\ARG\EPHP\1985\m10\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHP/1985/m10/data_orig,na
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Anual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,a,Nacional,119651,523632,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1985\a\docs,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m1,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m1,NA,\\Sdssrv03\surveys/survey/BRA/1985/m1/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m10,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m10,NA,\\Sdssrv03\surveys/survey/BRA/1985/m10/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m11,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m11,NA,\\Sdssrv03\surveys/survey/BRA/1985/m11/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m12,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m12,NA,\\Sdssrv03\surveys/survey/BRA/1985/m12/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m2,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m2,NA,\\Sdssrv03\surveys/survey/BRA/1985/m2/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m3,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m3,NA,\\Sdssrv03\surveys/survey/BRA/1985/m3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m4,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m4,NA,\\Sdssrv03\surveys/survey/BRA/1985/m4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m5,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m5,NA,\\Sdssrv03\surveys/survey/BRA/1985/m5/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m6,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m6,NA,\\Sdssrv03\surveys/survey/BRA/1985/m6/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m7,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m7,NA,\\Sdssrv03\surveys/survey/BRA/1985/m7/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m8,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m8,NA,\\Sdssrv03\surveys/survey/BRA/1985/m8/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1985,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m9,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1985/m9,NA,\\Sdssrv03\surveys/survey/BRA/1985/m9/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares,ENH,Spanish,1985,NA,Dirección General de Estadística y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,Mensual,National,CID,Costa Rica,CRI,NA,NA,NA,NA,NA,NA,NA,m7,Nacional,7351,23960,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares por Muestra (Mano de obra),EHM,Spanish,1985,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,NA,National,CSC,Paraguay,PRY,NA,NA,NA,NA,NA,NA,NA,m10_m12,Nacional,1015,4952,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares sobre medición de Niveles de Vida,ENNIV,Spanish,1985,NA,NA,Cuanto S.A.,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,a,Nacional,5024,26323,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Hogares por Muestreo,EHM,Spanish,1985,NA,Oficina Central de Estadística e Informática,OCEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1985,NA,National,CAN,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,s2,Nacional,57843,332201,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Puntual,EPHP,Spanish,1986,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,m10,Gran Buenos Aires,4498,15721,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EPHP\1986\m10\docs,NA,\\Sdssrv03\surveys/survey/ARG/EPHP/1986/m10,na,\\Sdssrv03\surveys/survey/ARG/EPHP/1986/m10/data_orig,na
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Permanente de Hogares,EPH,Spanish,1986,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,NA,National,CAN,Bolivia,BOL,NA,NA,NA,NA,NA,NA,NA,m11,Urbana,2788,12226,NA,NA,NA,\\Sdssrv03\surveys\survey\BOL\EPH\1986\m11\docs,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,NA,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,?,?,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1986\?\docs,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m1,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m1,NA,\\Sdssrv03\surveys/survey/BRA/1986/m1/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m10,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m10,NA,\\Sdssrv03\surveys/survey/BRA/1986/m10/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m11,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m11,NA,\\Sdssrv03\surveys/survey/BRA/1986/m11/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m12,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m12,NA,\\Sdssrv03\surveys/survey/BRA/1986/m12/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m2,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m2,NA,\\Sdssrv03\surveys/survey/BRA/1986/m2/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m3,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m3,NA,\\Sdssrv03\surveys/survey/BRA/1986/m3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m4,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m4,NA,\\Sdssrv03\surveys/survey/BRA/1986/m4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m5,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m5,NA,\\Sdssrv03\surveys/survey/BRA/1986/m5/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m6,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m6,NA,\\Sdssrv03\surveys/survey/BRA/1986/m6/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m7,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m7,NA,\\Sdssrv03\surveys/survey/BRA/1986/m7/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1986,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1986,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m8,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1986/m8,NA,\\Sdssrv03\surveys/survey/BRA/1986/m8/data_orig,NA
